Season,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,FIP,xFIP,R,ER,TBF,SIERA,RS/9
1979,Yankees,28,20,37,217,0,389.2,4.46,3.19,0.85,0.29,71.20%, , ,4.25,4.09, ,197,184,1666, , 
2002,Red Sox,15,22,51,338,0,453,7.25,3.24,0.97,0.285,71.00%,41.10%,9.20%,4.25,4.06,4.27,230,214,1943,3.74,4.23
2008,Braves,22,30,26,545,0,554.1,7.81,4.01,0.83,0.291,68.60%,47.60%,9.90%,4.25,4.05,4.08,297,262,2410,3.84,4.25
1997,White Sox,23,17,52,389,0,457,6.56,4.04,1.06,0.297,72.40%, , ,4.25,4.6, ,246,216,2027, , 
2001,White Sox,29,21,51,406,0,497,6.65,3.31,0.98,0.273,71.80%, , ,4.26,4.32, ,246,235,2123, , 
1987,Braves,22,27,32,324,0,469.1,5.5,3.68,0.96,0.284,69.90%, , ,4.26,4.36, ,256,222,2055, , 
1994,Mariners,20,15,21,252,0,342.1,7.68,4.52,0.92,0.294,70.60%, , ,4.26,4.39, ,186,162,1510, , 
1978,Mariners,21,23,20,249,0,538.1,4.06,4.21,0.79,0.284,71.40%, , ,4.26,4.28, ,281,255,2343, , 
1976,Brewers,14,19,27,202,0,323,4.71,4.37,0.75,0.281,71.90%, , ,4.26,4.27, ,167,153,1427, , 
2008,Royals,18,19,44,439,0,496,7.19,3.65,1.05,0.276,70.80%,41.70%,9.70%,4.26,4.39,4.46,255,235,2118,4.03,3.41
1978,Orioles,16,15,33,161,0,284.2,5.5,5.31,0.7,0.289,70.20%, , ,4.27,4.19, ,158,135,1277, , 
2008,Mets,28,28,43,557,0,493.1,7.48,3.69,1.06,0.294,72.40%,46.50%,12.20%,4.27,4.4,4.14,257,234,2157,3.85,3.36
2000,White Sox,30,21,43,466,0,535.1,7.3,3.8,1.06,0.286,71.10%, , ,4.27,4.44, ,281,254,2298, , 
1987,Mariners,16,15,33,251,0,372.2,6.54,3.31,1.3,0.285,74.90%, , ,4.27,4.48, ,187,177,1586, , 
1978,Braves,17,22,32,293,0,452.2,5.07,4.16,0.91,0.284,71.00%, , ,4.27,4.27, ,245,215,1989, , 
1998,Reds,24,25,42,366,0,509.1,6.73,3.89,1.11,0.27,73.10%, , ,4.28,4.69, ,256,242,2192, , 
1994,Brewers,16,18,23,252,0,319.1,6.09,4.57,1.04,0.279,73.40%, , ,4.28,4.92, ,165,152,1382, , 
1983,Indians,15,24,25,226,0,415.2,4.63,3.7,0.63,0.305,70.10%, , ,4.29,3.92, ,218,198,1818, , 
1987,Brewers,31,20,45,282,0,466,6.66,3.55,0.89,0.299,68.10%, , ,4.29,3.93, ,259,222,2038, , 
1981,Mariners,13,19,23,199,0,323,4.63,3.93,0.45,0.305,68.40%, , ,4.29,3.58, ,171,154,1410, , 
1974,Indians,13,17,27,214,0,400,4.1,3.2,1.1,0.277,71.70%, , ,4.3,4.4, ,212,191,1732, , 
2004,White Sox,21,21,34,399,0,424.1,7.42,3.86,1.29,0.285,75.50%,41.20%,12.40%,4.31,4.69,4.46,214,203,1834,4.09,4.54
2003,Marlins,24,17,36,395,0,466,6.68,4,0.79,0.299,70.90%,43.00%,8.50%,4.31,4.13,4.49,241,223,2032,4.24,3.96
1976,White Sox,13,22,22,165,0,384,5.41,4.52,0.59,0.289,69.30%, , ,4.31,3.85, ,203,184,1691, , 
1991,Indians,15,26,33,289,0,409,5.85,3.96,0.73,0.298,69.80%, , ,4.31,4.03, ,220,196,1813, , 
2003,Mets,9,30,38,412,0,492.1,6.47,3.95,1.02,0.296,73.30%,45.50%,10.70%,4.31,4.49,4.56,254,236,2158,4.26,3.11
1996,White Sox,27,29,43,391,0,461,6.31,4.69,0.72,0.311,71.90%, , ,4.31,4.47, ,247,221,2076, , 
1996,Rangers,15,25,43,347,0,433.2,6.08,3.4,0.98,0.298,72.20%, , ,4.32,4.46, ,224,208,1896, , 
1999,White Sox,23,17,39,409,0,505.2,7.69,4.02,1.25,0.298,74.60%, , ,4.32,4.69, ,266,243,2231, , 
2000,Indians,25,22,34,462,0,532.2,7.15,4.06,0.88,0.311,73.10%, , ,4.33,4.28, ,273,256,2353, , 
2007,Athletics,24,26,36,446,0,495,7.18,3.73,0.78,0.287,70.10%,40.80%,7.00%,4.33,4.15,4.59,250,238,2141,4.17,4.11
1977,Blue Jays,11,17,20,187,0,382.2,5.41,3.88,1.11,0.294,74.60%, , ,4.33,4.5, ,197,184,1681, , 
2011,Mets,24,27,43,514,0,474,7.96,3.78,0.82,0.315,70.30%,44.50%,8.40%,4.33,3.86,4.03,254,228,2101,3.64,4.23
1997,Twins,18,18,30,390,0,528,6.7,3.02,1.01,0.293,69.90%, , ,4.33,4.15, ,273,254,2236, , 
1979,Indians,24,24,32,241,0,453,5.84,3.85,0.72,0.288,69.40%, , ,4.33,3.79, ,233,218,1958, , 
2012,Blue Jays,21,20,29,495,0,527.2,8.58,3.51,1.19,0.299,74.10%,43.10%,12.80%,4.33,4.21,4.01,263,254,2263,3.61,3.99
2002,Padres,20,35,40,459,0,494.1,7.9,4.52,0.86,0.314,70.50%,43.20%,9.50%,4.33,4.13,4.28,277,238,2214,3.95,3.33
1999,Rangers,30,16,47,439,0,523.1,6.41,2.67,0.91,0.306,70.40%, , ,4.33,3.98, ,267,252,2250, , 
1994,Cubs,14,19,27,286,0,344.2,6.29,3.26,1.15,0.309,74.80%, , ,4.33,4.54, ,175,166,1506, , 
2000,Devil Rays,26,35,38,401,0,529.1,7.16,4.11,0.99,0.291,71.70%, , ,4.34,4.49, ,279,255,2305, , 
1974,Phillies,25,19,19,283,0,369.1,5.02,5.09,0.76,0.288,71.40%, , ,4.34,4.31, ,199,178,1635, , 
1995,Athletics,20,25,34,358,0,448,6.11,4.22,1,0.267,71.70%, , ,4.34,4.74, ,232,216,1938, , 
1977,Red Sox,29,18,40,209,0,420.2,5.46,3.17,0.9,0.299,70.80%, , ,4.34,3.96, ,219,203,1815, , 
2009,Tigers,26,22,42,439,0,491,6.97,4.58,1.03,0.284,74.10%,43.50%,9.60%,4.34,4.66,4.73,248,237,2150,4.42,3.94
1997,Pirates,26,26,41,451,0,493,7.69,4.44,1,0.308,73.60%, , ,4.34,4.48, ,260,238,2195, , 
1993,Twins,21,13,44,356,0,478.1,6.02,3.31,0.83,0.305,69.30%, , ,4.35,4.05, ,257,231,2067, , 
2004,Brewers,16,25,42,423,0,521,6.18,2.85,1.11,0.278,69.40%,43.20%,10.00%,4.35,4.31,4.47,277,252,2248,4.15,3.2
1976,Rangers,18,23,15,195,0,330.1,4.33,4.06,0.95,0.285,71.50%, , ,4.36,4.5, ,181,160,1467, , 
2006,Diamondbacks,21,27,34,461,0,493.1,7.99,3.7,1.11,0.3,72.30%,43.30%,11.80%,4.36,4.32,4.19,259,239,2153,3.92,4.09
1996,Marlins,21,21,41,417,0,457.2,7.55,4.42,0.77,0.314,70.60%, , ,4.37,4.17, ,246,222,2027, , 
1985,Indians,19,29,28,306,0,494.2,4.38,4.2,0.91,0.27,69.20%, , ,4.37,4.5, ,274,240,2162, , 
2007,Yankees,29,21,34,522,0,529.2,7.39,4.42,0.97,0.286,72.30%,38.20%,8.20%,4.37,4.64,4.9,278,257,2343,4.39,5.18
1995,Red Sox,23,19,39,370,0,451,6.51,3.65,0.84,0.296,70.30%, , ,4.37,4.19, ,234,219,1944, , 
2000,Mets,31,23,49,411,0,446.2,8.44,4.86,1.11,0.28,71.90%, , ,4.37,4.63, ,243,217,1985, , 
1979,Royals,23,15,27,239,0,378.2,4.25,3.78,0.9,0.297,71.40%, , ,4.37,4.42, ,208,184,1691, , 
1999,Dodgers,14,25,37,399,0,450.2,5.97,4.41,1.14,0.276,73.00%, , ,4.37,5.06, ,243,219,1998, , 
2000,Diamondbacks,23,24,38,390,0,440.1,8.81,4.29,1.08,0.302,72.90%, , ,4.37,4.29, ,230,214,1937, , 
1997,Indians,26,22,39,428,0,470.2,8.2,4.03,1.15,0.315,73.60%, , ,4.38,4.38, ,252,229,2094, , 
1988,Indians,13,22,46,230,0,372,5.37,3.22,0.77,0.297,68.70%, , ,4.38,3.85, ,201,181,1638, , 
1986,Athletics,15,29,37,286,0,427.1,6.23,4.91,0.86,0.282,71.30%, , ,4.38,4.32, ,227,208,1880, , 
1989,Twins,23,17,38,297,0,445.1,6.26,3.8,0.89,0.287,70.80%, , ,4.39,4.05, ,234,217,1956, , 
1994,Marlins,20,15,30,300,0,367.1,6.91,3.97,1.03,0.291,69.40%, , ,4.39,4.49, ,205,179,1606, , 
1988,Cubs,20,21,29,290,0,389.2,5.96,3.07,0.81,0.305,68.10%, , ,4.39,3.71, ,213,190,1700, , 
1999,Athletics,24,26,48,406,0,502.1,6.13,3.57,1.07,0.287,71.90%, , ,4.39,4.64, ,265,245,2177, , 
2000,Twins,18,22,35,412,0,512.1,7.24,3.5,1.11,0.31,73.40%, , ,4.39,4.38, ,268,250,2257, , 
2006,Braves,25,23,38,522,0,512.1,6.73,4.36,0.97,0.293,72.70%,42.40%,9.50%,4.39,4.62,4.82,270,250,2274,4.56,4.67
1980,Mariners,17,19,26,236,0,419.2,5.15,4.35,0.86,0.295,72.60%, , ,4.4,4.38, ,220,205,1854, , 
2007,Tigers,26,24,44,443,0,515.1,6.88,3.91,0.87,0.291,69.50%,43.80%,8.20%,4.4,4.39,4.62,278,252,2260,4.3,3.58
1998,Cubs,23,24,56,449,0,470.1,7.64,4.17,1.13,0.313,73.50%, , ,4.4,4.55, ,257,230,2127, , 
1978,Blue Jays,20,21,23,213,0,415,5.07,4.27,0.8,0.287,72.00%, , ,4.4,4.06, ,212,203,1814, , 
1983,Reds,16,18,29,271,0,390,5.38,4.11,0.85,0.291,69.90%, , ,4.41,4.22, ,211,191,1685, , 
1999,Expos,23,28,44,432,0,504.1,7.51,4.28,0.84,0.303,68.80%, , ,4.41,4.21, ,284,247,2249, , 
1999,Padres,21,22,43,402,0,444.2,7.51,3.58,1.13,0.291,68.10%, , ,4.41,4.34, ,251,218,1918, , 
1979,Mariners,21,23,26,217,0,496.2,4.73,4.02,0.92,0.297,72.90%, , ,4.42,4.42, ,261,244,2192, , 
2003,Expos,27,22,42,437,0,451.2,6.34,3.61,1.28,0.293,72.60%,47.70%,14.20%,4.42,4.83,4.45,251,222,1984,4.12,4.24
2005,Dodgers,22,30,40,459,0,472,7.25,3.99,0.95,0.293,71.40%,42.20%,10.00%,4.42,4.3,4.39,249,232,2061,4.03,3.76
2002,Blue Jays,17,29,41,461,0,500,7.29,4.64,1.1,0.277,72.90%,39.90%,10.20%,4.43,4.65,4.72,267,246,2223,4.24,3.74
2005,Yankees,25,16,46,418,0,465.1,6.38,3.27,0.93,0.286,68.80%,45.00%,8.50%,4.43,4.16,4.5,249,229,2007,4.04,4.55
1993,Athletics,27,31,42,424,0,548.1,6.37,4.35,0.72,0.305,70.10%, , ,4.43,4.18, ,297,270,2423, , 
1998,Indians,23,22,47,423,0,454.2,7.42,3.66,0.97,0.311,72.30%, , ,4.43,4.25, ,238,224,1995, , 
1987,Yankees,27,19,47,278,0,501.1,6.5,3.72,1.08,0.285,70.80%, , ,4.43,4.28, ,268,247,2173, , 
2004,Yankees,31,15,59,436,0,501.1,6.68,3.16,0.88,0.301,70.20%,44.60%,8.10%,4.43,4.04,4.47,262,247,2175,4.07,4.7
2001,Orioles,17,27,31,392,0,462.2,7.35,4.14,1.21,0.292,71.70%, , ,4.44,4.68, ,260,228,2048, , 
2006,Reds,29,21,36,476,0,470.2,6.44,3.4,1.36,0.308,74.10%,47.40%,14.20%,4.44,4.94,4.48,262,232,2089,4.22,4.32
2010,Orioles,24,24,35,454,0,488.2,7.64,3.35,1.14,0.315,73.00%,44.50%,11.10%,4.44,4.25,3.99,258,241,2140,3.64,3.76
1994,Braves,16,13,26,244,0,253.1,7.92,4.58,0.53,0.328,68.30%, , ,4.44,3.75, ,141,125,1134, , 
1977,Indians,17,20,30,230,0,364.1,6.27,4.79,0.69,0.294,69.10%, , ,4.45,4.03, ,201,180,1607, , 
1988,White Sox,18,24,43,293,0,459.1,4.98,3.92,0.82,0.303,69.80%, , ,4.45,4.24, ,259,227,2051, , 
1995,Cubs,15,21,45,414,0,412.2,6.43,4.25,1.03,0.306,71.60%, , ,4.45,4.64, ,232,204,1851, , 
1998,Orioles,23,19,37,402,0,475.1,7.69,4.49,1.12,0.283,74.50%, , ,4.45,4.6, ,237,235,2064, , 
1995,Marlins,17,31,29,400,0,447,8.13,4.39,1.11,0.291,72.10%, , ,4.45,4.44, ,238,221,1956, , 
2008,Giants,25,28,41,478,0,487.1,7.59,4.19,1.15,0.294,72.80%,40.50%,10.80%,4.45,4.72,4.61,267,241,2180,4.13,3.79
2008,Padres,20,34,30,491,0,545.2,7.29,3.89,0.92,0.306,70.60%,45.90%,9.80%,4.45,4.19,4.24,290,270,2372,4.01,3.43
2010,Royals,21,27,44,441,0,496.2,6.9,3.68,1.03,0.301,72.20%,42.50%,9.60%,4.46,4.41,4.38,265,246,2205,4.02,3.77
2012,Astros,12,31,31,541,0,504.2,8.4,3.5,0.98,0.327,71.60%,45.10%,10.80%,4.46,3.96,4.03,271,250,2226,3.65,2.98
1997,Cubs,12,33,37,441,0,470.1,7.73,4.27,1.21,0.303,73.90%, , ,4.46,4.66, ,252,233,2071, , 
1996,Mariners,29,24,34,403,0,567,7.56,4.14,1.24,0.284,72.90%, , ,4.46,4.8, ,303,281,2461, , 
1980,Indians,13,15,32,225,0,385.1,6.82,3.83,1.03,0.298,69.90%, , ,4.46,4.11, ,216,191,1697, , 
1995,Brewers,21,22,31,321,0,439.2,5.96,4.77,0.94,0.296,72.90%, , ,4.46,4.85, ,238,218,1966, , 
1993,Angels,14,20,41,320,0,391,5.32,4.12,0.97,0.283,70.70%, , ,4.47,4.71, ,217,194,1739, , 
1992,Mariners,14,28,30,372,0,469.1,5.39,4.62,0.92,0.278,72.40%, , ,4.47,4.55, ,246,233,2064, , 
1997,Royals,20,33,29,393,0,441,6.45,3.82,1.12,0.292,72.30%, , ,4.47,4.73, ,238,219,1928, , 
1985,Twins,12,17,34,237,0,374.1,5.63,3.75,0.99,0.278,69.70%, , ,4.47,4.15, ,200,186,1608, , 
2000,Mariners,20,24,44,383,0,485,7.53,4.66,1.11,0.286,73.60%, , ,4.47,4.74, ,254,241,2126, , 
1998,Twins,24,25,42,432,0,505,7.02,3.46,1.03,0.311,72.80%, , ,4.47,4.3, ,263,251,2220, , 
2000,Athletics,20,17,43,381,0,464,6.44,3.69,0.81,0.324,70.50%, , ,4.48,4.21, ,258,231,2080, , 
1988,Rangers,10,19,31,251,0,331.1,5.68,4.51,0.95,0.274,70.50%, , ,4.48,4.56, ,183,165,1462, , 
2010,Brewers,25,29,35,495,0,518,8.76,3.68,0.92,0.317,69.80%,43.40%,9.50%,4.48,3.81,3.79,279,258,2261,3.42,3.75
1995,Blue Jays,13,25,22,265,0,381.1,6.28,5,0.92,0.292,71.00%, , ,4.48,4.86, ,217,190,1718, , 
2009,Angels,27,23,51,434,0,483.1,7.41,3.85,0.97,0.311,71.80%,45.10%,9.70%,4.49,4.27,4.33,257,241,2112,3.98,5.05
2010,Astros,24,23,45,507,0,463,6.86,3.27,0.93,0.319,72.20%,43.60%,8.70%,4.49,4.07,4.18,242,231,2047,3.88,3.34
2011,Astros,21,35,25,503,0,471,7.91,3.92,1.13,0.311,73.10%,46.70%,13.10%,4.49,4.38,3.95,255,235,2094,3.63,3.38
2012,Cubs,19,25,28,493,0,491,7.39,4.75,1.03,0.299,73.00%,41.50%,10.30%,4.49,4.66,4.8,266,245,2196,4.45,3.83
2001,Devil Rays,19,28,30,370,0,491,7.31,4.11,1.14,0.28,68.90%, , ,4.49,4.63, ,285,245,2165, , 
2006,Nationals,26,27,32,517,0,557,7.24,4.14,1.16,0.287,72.60%,40.50%,10.70%,4.49,4.78,4.8,304,278,2481,4.37,4.57
1996,Orioles,29,15,44,378,0,478.1,7.49,4.82,1.28,0.293,74.00%, , ,4.5,5.03, ,263,239,2120, , 
2007,Phillies,28,23,42,498,0,520,6.68,4.31,0.99,0.297,71.90%,47.10%,10.30%,4.5,4.8,4.7,285,260,2318,4.42,4.52
1985,Cubs,28,23,42,313,0,471.2,5.84,4.22,0.95,0.296,71.70%, , ,4.5,4.25, ,256,236,2089, , 
2006,Red Sox,25,20,46,454,0,503.1,6.94,3.33,0.95,0.31,70.00%,40.90%,8.90%,4.51,4.24,4.53,275,252,2197,4.16,4.38
1999,Blue Jays,21,20,39,377,0,473.1,7,4.09,1.14,0.294,71.00%, , ,4.51,4.74, ,267,237,2082, , 
1987,White Sox,20,24,37,270,0,427.1,4.8,3.92,1.33,0.278,74.70%, , ,4.51,5.15, ,230,214,1866, , 
2004,Mariners,26,30,28,414,0,471,7.01,4.18,1.13,0.285,72.80%,41.10%,10.30%,4.51,4.7,4.79,252,236,2072,4.36,4.39
2011,Twins,17,28,32,457,0,460.2,6.31,3.79,0.96,0.297,70.60%,41.10%,8.40%,4.51,4.43,4.64,253,231,2034,4.22,2.87
1989,Tigers,24,22,26,252,0,426.2,5.82,5.21,0.78,0.298,70.00%, , ,4.51,4.45, ,248,214,1936, , 
2006,Rockies,24,23,34,499,0,462.1,6.99,3.89,1.01,0.306,72.50%,43.70%,9.90%,4.52,4.52,4.66,246,232,2024,4.3,4.26
2012,Rockies,35,30,36,575,0,657,8.07,3.51,0.97,0.322,70.80%,44.90%,11.40%,4.52,3.95,3.93,354,330,2881,3.72,4.49
1995,Royals,22,19,37,308,0,426,5.75,3.59,1.01,0.297,71.60%, , ,4.52,4.59, ,229,214,1865, , 
2000,Yankees,22,16,40,382,0,459.2,6.95,4.13,0.86,0.291,69.00%, , ,4.52,4.3, ,253,231,2030, , 
1995,Pirates,19,29,29,391,0,443.2,6.57,4,0.83,0.313,70.70%, , ,4.52,4.37, ,246,223,1978, , 
1993,Mets,14,27,22,297,0,373.2,5.61,3.69,0.75,0.309,67.00%, , ,4.53,4.17, ,221,188,1673, , 
2009,Rockies,23,20,45,484,0,467,8.07,3.41,1,0.302,69.90%,38.90%,9.10%,4.53,3.96,4.12,246,235,2011,3.7,4.3
1998,Phillies,25,26,32,385,0,459,7.47,3.69,1.1,0.285,70.90%, , ,4.53,4.41, ,243,231,1981, , 
1995,Orioles,13,23,29,336,0,381.1,7.46,5.33,1.16,0.268,73.70%, , ,4.53,5.01, ,204,192,1699, , 
2006,White Sox,18,20,46,398,0,407,7.45,3.96,1.33,0.288,74.30%,44.10%,13.20%,4.53,4.84,4.49,216,205,1787,4.18,4.18
1986,Red Sox,18,10,41,254,0,351.1,6.66,4.15,0.97,0.332,72.80%, , ,4.53,4.14, ,195,177,1576, , 
1992,Rangers,18,24,42,359,0,428.2,6.24,4.2,0.99,0.293,70.40%, , ,4.53,4.31, ,241,216,1911, , 
1977,Mariners,23,26,31,280,0,599.1,5.93,3.9,0.92,0.281,67.90%, , ,4.54,4.15, ,335,302,2588, , 
2004,Royals,20,30,25,409,0,493.2,6.96,4.1,1.02,0.315,71.10%,46.10%,9.90%,4.54,4.51,4.67,285,249,2231,4.29,4.27
1997,Expos,21,27,37,390,0,481.1,6.82,3.95,0.97,0.297,70.50%, , ,4.54,4.48, ,266,243,2127, , 
1987,Pirates,20,27,39,313,0,435.2,6.9,4.46,0.87,0.289,68.30%, , ,4.54,4.12, ,242,220,1886, , 
1993,Reds,24,27,37,375,0,465,6.66,3.75,1.05,0.29,68.40%, , ,4.55,4.37, ,266,235,2038, , 
1995,Yankees,15,14,35,302,0,373.1,6.82,3.76,1.23,0.286,73.10%, , ,4.56,4.73, ,198,189,1628, , 
1999,Tigers,18,21,33,420,0,491.2,7.43,4.32,1.23,0.289,72.30%, , ,4.56,4.81, ,272,249,2162, , 
2000,Marlins,31,20,48,429,0,457.2,6.88,4.42,0.87,0.307,71.20%, , ,4.56,4.44, ,252,232,2061, , 
2001,Expos,20,19,28,491,0,505,7.09,3.49,1.16,0.298,70.90%, , ,4.56,4.44, ,279,256,2207, , 
1977,Orioles,22,16,23,169,0,299.2,5.29,3.96,0.81,0.301,69.90%, , ,4.57,4.16, ,165,152,1313, , 
2010,Pirates,23,21,31,517,0,540,8.1,4.05,0.88,0.304,69.20%,45.40%,9.20%,4.57,4.05,4.09,298,274,2382,3.73,3.2
2008,Orioles,21,31,35,492,0,540,6.8,4.87,0.92,0.303,72.00%,47.60%,9.50%,4.57,4.74,4.84,302,274,2444,4.5,4.13
1993,Tigers,21,26,36,375,0,496.1,6.44,4.32,1.09,0.304,71.80%, , ,4.57,4.71, ,285,252,2236, , 
2003,Orioles,17,29,41,425,0,478.1,7.09,3.48,1.17,0.302,71.80%,41.80%,12.60%,4.57,4.48,4.3,262,243,2082,3.95,3.86
1999,Twins,23,27,34,417,0,524.2,6.55,3.24,1.29,0.304,73.10%, , ,4.58,4.7, ,284,267,2280, , 
2013,Mariners,16,33,43,448,0,505,9.53,3.99,0.98,0.315,70.10%,42.40%,11.10%,4.58,3.79,3.71,273,257,2211,3.37,2.62
1987,Orioles,25,25,30,294,0,527.2,5.63,3.48,1.21,0.282,70.80%, , ,4.59,4.6, ,291,269,2280, , 
2001,Pirates,21,19,36,410,0,501.2,7.27,3.79,0.95,0.287,68.80%, , ,4.59,4.23, ,274,256,2174, , 
1996,Athletics,31,19,34,418,0,542.2,6.35,4.68,1.08,0.299,74.30%, , ,4.59,4.98, ,290,277,2422, , 
1994,Cardinals,16,20,29,330,0,376,6.37,3.66,1.15,0.304,72.30%, , ,4.6,4.67, ,205,192,1643, , 
2002,Diamondbacks,26,19,40,422,0,387.1,7.23,3.83,0.93,0.302,71.30%,47.80%,10.10%,4.6,4.17,4.24,208,198,1720,3.85,3.93
1995,Padres,27,26,35,337,0,422,8.72,4.56,1.09,0.294,70.30%, , ,4.61,4.36, ,235,216,1856, , 
2001,Royals,13,22,30,396,0,502,6.87,4.2,1.13,0.29,71.00%, , ,4.61,4.68, ,281,257,2194, , 
1999,Indians,32,22,46,466,0,511.2,7.74,4.05,1.25,0.294,72.10%, , ,4.61,4.65, ,282,262,2248, , 
2009,Diamondbacks,23,26,36,483,0,480,7.09,3.68,0.79,0.305,67.50%,42.90%,7.50%,4.61,4.02,4.42,271,246,2122,4.07,4.44
2009,Pirates,18,28,28,456,0,466.1,7.03,4.69,0.96,0.292,70.60%,40.90%,8.90%,4.61,4.61,4.8,260,239,2066,4.46,2.99
1990,Red Sox,19,26,44,323,0,446.1,6.45,3.47,0.73,0.317,67.90%, , ,4.62,3.68, ,252,229,1980, , 
1993,Yankees,28,19,38,332,0,426.2,5.74,4.09,1.12,0.281,71.90%, , ,4.62,4.78, ,232,219,1868, , 
1979,Phillies,25,19,29,261,0,411,4.95,2.98,0.83,0.304,67.90%, , ,4.62,3.91, ,228,211,1765, , 
1998,Athletics,22,28,39,408,0,447.2,6.31,3.42,0.86,0.308,67.00%, , ,4.62,4.26, ,265,230,2000, , 
1999,Devil Rays,24,24,45,453,0,556.1,6.92,4.64,0.79,0.322,70.10%, , ,4.63,4.45, ,325,286,2532, , 
1985,Brewers,18,22,37,248,0,435.1,5.29,3.82,0.89,0.305,69.20%, , ,4.63,4.12, ,249,224,1928, , 
2001,Twins,25,21,45,402,0,450.1,7.05,3.68,1,0.299,70.40%, , ,4.64,4.28, ,245,232,1970, , 
1995,Rockies,26,19,43,456,0,516,7.43,3.75,0.98,0.312,68.50%, , ,4.64,4.18, ,296,266,2271, , 
2012,Mets,16,29,36,505,0,458.2,7.73,3.98,0.92,0.291,67.00%,44.00%,9.80%,4.65,4.13,4.35,260,237,1997,4.03,3.39
2012,Brewers,28,33,44,512,0,512.1,9.26,4.11,0.98,0.327,69.60%,47.50%,13.00%,4.66,3.93,3.75,291,265,2274,3.55,4.15
1991,Tigers,24,18,38,326,0,489,5.58,4.79,0.9,0.291,70.70%, , ,4.66,4.58, ,273,253,2160, , 
1974,Padres,22,17,19,352,0,509.2,5.47,4.68,0.87,0.302,71.00%, , ,4.66,4.25, ,292,264,2324, , 
2009,Indians,20,24,25,445,0,519,7.72,4.18,1.25,0.286,71.20%,40.20%,11.20%,4.66,4.68,4.51,290,269,2268,4.07,4.21
2006,Marlins,16,28,41,438,0,486,7.33,4.78,1,0.308,71.50%,39.30%,8.90%,4.67,4.69,5.01,277,252,2189,4.58,3.69
1994,Indians,18,17,21,222,0,287.1,6.89,4.79,0.78,0.317,70.10%, , ,4.67,4.46, ,168,149,1319, , 
2003,Rockies,19,23,34,500,0,529.1,6.6,3.33,1.28,0.309,73.10%,44.60%,13.90%,4.68,4.7,4.34,296,275,2343,4.01,5.03
2004,Giants,30,29,46,521,0,475.1,6.55,4.05,1.14,0.308,72.10%,43.90%,10.80%,4.68,4.72,4.74,271,247,2133,4.42,4.39
1998,Blue Jays,21,23,47,384,0,402,6.92,3.92,0.9,0.311,70.10%, , ,4.68,4.34, ,225,209,1790, , 
2007,Astros,25,21,38,476,0,507,8.61,3.83,1.26,0.316,72.40%,43.60%,12.10%,4.69,4.54,4.17,283,264,2243,3.76,3.85
1994,Dodgers,18,21,20,239,0,257.1,7.48,4.06,0.66,0.33,70.20%, , ,4.69,3.94, ,142,134,1165, , 
2003,Tigers,14,25,27,451,0,553,5.57,3.89,1.11,0.28,68.50%,40.80%,10.60%,4.69,4.83,4.93,324,288,2422,4.62,3.56
2008,Tigers,22,30,34,440,0,512.2,6.83,4.72,0.9,0.312,71.80%,41.00%,8.40%,4.69,4.63,4.9,287,267,2311,4.54,4.46
2004,Diamondbacks,17,31,33,471,0,523.2,7.2,5.07,1.13,0.282,71.30%,45.10%,11.90%,4.69,4.94,4.81,303,273,2352,4.55,3.27
2008,Pirates,34,28,34,497,0,567.2,6.45,4.39,1.03,0.292,72.50%,43.10%,10.20%,4.69,4.78,4.76,306,296,2512,4.5,4.14
2003,Blue Jays,17,23,36,443,0,458.1,6.7,4.05,1.24,0.293,72.30%,43.60%,12.50%,4.69,4.84,4.66,260,239,2053,4.27,4.69
1997,Red Sox,28,31,40,417,0,542.1,6.11,4.08,0.78,0.31,69.00%, , ,4.7,4.39, ,313,283,2437, , 
2001,Dodgers,28,26,46,408,0,457.1,7.67,3.7,1.26,0.296,71.40%, , ,4.7,4.5, ,255,239,2006, , 
1999,Cardinals,25,32,38,454,0,514.1,7.51,4.65,1,0.312,69.80%, , ,4.71,4.56, ,305,269,2323, , 
2001,Tigers,16,21,34,391,0,450.2,6.47,4.35,0.94,0.314,70.40%, , ,4.71,4.57, ,263,236,2023, , 
2003,Padres,21,30,31,473,0,507.2,7.27,4.1,1.13,0.301,71.80%,43.20%,12.00%,4.72,4.59,4.49,285,266,2261,4.11,4.1
2010,Cubs,15,27,40,482,0,476.1,9.26,4.44,1.08,0.305,67.10%,43.40%,10.90%,4.72,4.24,4.02,295,250,2160,3.58,3.85
2006,Indians,16,27,24,377,0,422.2,7.41,3.53,1.09,0.311,70.40%,40.20%,10.00%,4.73,4.38,4.5,237,222,1856,4.1,4.3
2005,Braves,25,29,38,484,0,444.2,6.8,4.11,0.93,0.313,71.40%,44.00%,9.80%,4.74,4.34,4.45,246,234,1985,4.18,3.78
1996,Pirates,25,31,37,422,0,543.1,7.22,3.43,1.18,0.307,68.30%, , ,4.74,4.52, ,325,286,2402, , 
1991,Athletics,28,22,49,397,0,457.2,6.04,3.83,1.12,0.283,72.00%, , ,4.74,4.54, ,246,241,2001, , 
1993,Pirates,29,23,34,384,0,491.2,6.39,2.97,0.95,0.3,68.50%, , ,4.74,4.05, ,268,259,2113, , 
1993,Mariners,20,26,41,353,0,410,7.22,4.92,0.81,0.3,70.60%, , ,4.74,4.36, ,226,216,1817, , 
