Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
2012,Pirates,2124,6014,170,651,620,73,7.40%,22.50%,0.152,0.291,0.243,0.304,0.395,0.304,90,-4,-74.3,27.5,15
2003,Orioles,1759,6241,152,743,695,89,6.90%,14.50%,0.138,0.293,0.268,0.323,0.405,0.318,94,3,-43.2,-21.2,15
2011,Cubs,2085,6130,148,654,610,69,6.90%,19.60%,0.144,0.301,0.256,0.314,0.401,0.314,91,-12.6,-75.1,25.6,14.9
1981,Brewers,1130,4152,96,493,475,39,7.20%,11.10%,0.134,0.268,0.257,0.313,0.391,0.319,106,-5.4,21.3,-10.3,14.9
1990,Padres,2121,6213,123,673,628,138,8.20%,14.50%,0.123,0.285,0.258,0.321,0.38,0.313,91,2,-63.7,-11.4,14.9
1995,Phillies,1910,5612,94,615,576,72,8.90%,15.70%,0.122,0.3,0.262,0.332,0.384,0.319,88,2.1,-80.3,41.6,14.9
1993,Athletics,1706,6295,158,715,679,131,9.90%,16.60%,0.14,0.285,0.254,0.33,0.394,0.323,101,3,9.1,-60.4,14.9
1974,Giants,2045,6158,93,634,568,106,8.90%,14.10%,0.106,0.283,0.252,0.322,0.358,0.313,88,3,-83.1,27.8,14.8
2011,Marlins,2175,6232,149,625,596,95,8.70%,20.00%,0.142,0.291,0.247,0.318,0.388,0.311,92,-10.7,-68.9,14.5,14.8
1992,Rangers,1858,6238,159,682,647,81,8.80%,16.60%,0.142,0.28,0.25,0.321,0.393,0.324,101,-2.2,7.9,-70.9,14.7
1983,Twins,1659,6171,141,709,671,44,7.60%,13.00%,0.14,0.281,0.261,0.319,0.401,0.322,93,-3.6,-53.3,-6.8,14.7
1974,Royals,1736,6266,89,667,623,146,8.80%,12.30%,0.104,0.285,0.259,0.327,0.364,0.318,97,1.5,-18.3,-45.3,14.7
1978,Mets,2074,6132,86,607,561,100,9.00%,13.50%,0.107,0.272,0.245,0.314,0.352,0.302,90,-8.8,-75.7,12.6,14.7
1991,Royals,1863,6244,117,727,689,119,8.40%,15.50%,0.129,0.299,0.264,0.328,0.394,0.324,99,-3.3,-11.3,-48.9,14.7
1977,Angels,1864,6113,131,675,636,158,8.90%,14.40%,0.13,0.281,0.255,0.324,0.386,0.316,98,-0.1,-15.2,-47.7,14.7
2010,Cubs,2084,6140,149,685,658,55,7.80%,20.10%,0.145,0.304,0.257,0.32,0.401,0.318,90,-9.8,-81.2,29.3,14.7
1994,Giants,1528,4364,123,504,472,114,8.30%,16.50%,0.153,0.275,0.249,0.318,0.402,0.314,88,5.3,-61.9,64.7,14.6
2011,Braves,1891,6169,173,641,606,77,8.20%,20.40%,0.144,0.284,0.243,0.308,0.387,0.306,91,-6.6,-72.3,18.3,14.6
2000,Marlins,2209,6199,160,731,691,168,8.70%,19.10%,0.147,0.304,0.262,0.331,0.409,0.324,89,9.1,-81.4,30.1,14.6
1995,Mets,1883,5578,125,656,617,58,8.00%,17.80%,0.133,0.309,0.267,0.33,0.4,0.322,93,-6.8,-53.4,12.9,14.5
2004,Rockies,2198,6333,202,833,795,44,9.00%,18.60%,0.18,0.314,0.275,0.345,0.455,0.344,93,-0.6,-60.4,-3.7,14.5
1987,Royals,1730,6128,168,715,677,125,8.50%,16.90%,0.15,0.294,0.262,0.328,0.412,0.324,95,4.2,-34.2,-27.8,14.5
2005,Twins,1873,6192,134,688,644,102,7.80%,15.80%,0.132,0.291,0.259,0.323,0.391,0.312,89,-4.3,-85.9,18.6,14.5
2001,Brewers,2303,6148,209,740,712,66,7.90%,22.80%,0.175,0.299,0.251,0.319,0.426,0.32,90,-2.7,-85.2,31.8,14.5
1995,Twins,1563,5588,120,703,662,105,8.40%,16.40%,0.139,0.319,0.279,0.346,0.419,0.339,97,-5.3,-26.7,-16,14.5
1989,Padres,2047,6120,120,642,598,136,9.00%,16.60%,0.118,0.286,0.251,0.319,0.369,0.309,97,-1.2,-19.9,-40.2,14.4
2007,Twins,1824,6161,118,718,671,112,8.30%,13.60%,0.127,0.291,0.264,0.33,0.391,0.317,91,5.7,-65.6,-0.4,14.4
1992,Cubs,2242,6156,104,593,566,77,6.80%,13.30%,0.11,0.279,0.254,0.307,0.364,0.303,86,-5.6,-98,42,14.4
2009,Astros,2152,6040,142,643,616,113,7.40%,16.40%,0.14,0.293,0.26,0.319,0.4,0.315,89,-6.2,-87.2,36,14.3
2012,Mets,2076,6091,139,650,625,79,8.30%,20.50%,0.137,0.298,0.249,0.316,0.386,0.306,93,-3,-51.9,-3.3,14.3
2010,Rockies,2180,6265,173,770,741,99,9.30%,20.30%,0.162,0.31,0.263,0.336,0.425,0.333,91,3.7,-67.6,8.7,14.3
1991,Braves,2326,6182,141,749,704,165,9.10%,14.70%,0.135,0.284,0.258,0.328,0.393,0.324,99,2.8,-4.4,-62.3,14.3
1977,Indians,1728,6204,100,676,631,87,8.60%,11.10%,0.112,0.289,0.269,0.334,0.38,0.32,96,-13.1,-40.8,-27.8,14.3
1987,Rangers,1881,6248,194,823,772,120,9.10%,17.30%,0.165,0.296,0.266,0.333,0.43,0.333,99,-8.8,-17.8,-49.7,14.3
1988,Cardinals,2143,6177,71,578,535,234,7.80%,13.40%,0.088,0.279,0.249,0.309,0.337,0.291,84,17.7,-88.4,30.3,14.2
1988,Mariners,1658,6018,148,664,617,95,7.70%,13.10%,0.141,0.275,0.257,0.317,0.398,0.321,97,-8.7,-30.1,-33.9,14.2
2001,Red Sox,2035,6264,198,772,739,46,8.30%,18.10%,0.173,0.3,0.266,0.334,0.439,0.332,100,-6.3,-3.8,-67.4,14.2
1982,Astros,2029,6002,74,569,533,140,7.20%,13.80%,0.102,0.277,0.247,0.302,0.349,0.29,87,4,-86.7,21.2,14.1
2007,Nationals,2384,6201,123,673,646,69,8.50%,18.20%,0.134,0.3,0.256,0.325,0.39,0.315,88,-1.4,-99.2,39.1,14.1
1985,Phillies,2210,6122,141,667,628,122,8.60%,17.90%,0.138,0.281,0.245,0.312,0.383,0.309,91,2.3,-59.9,-6.1,14
1989,Dodgers,2109,6124,89,554,513,81,8.30%,14.50%,0.099,0.27,0.24,0.306,0.339,0.292,87,-7.1,-93.8,36.1,14
1999,Pirates,2249,6233,171,775,735,112,9.20%,19.20%,0.16,0.301,0.259,0.334,0.419,0.33,88,2.6,-102.6,45.7,14
2008,Dodgers,2223,6194,137,700,659,126,8.80%,16.70%,0.134,0.301,0.264,0.333,0.399,0.321,93,3.2,-53,-9.8,14
1990,Brewers,1732,6185,128,732,680,164,8.40%,13.30%,0.128,0.277,0.256,0.32,0.384,0.315,97,2,-16.2,-45.9,14
1976,Indians,1754,6030,85,615,567,75,7.90%,10.50%,0.096,0.281,0.263,0.321,0.359,0.314,100,-12.2,-9.7,-49.9,14
2006,Cubs,2368,6147,166,716,677,121,6.40%,15.10%,0.154,0.294,0.268,0.319,0.422,0.32,84,-0.7,-128.6,65.3,14
1987,Orioles,1693,6185,211,729,701,69,8.50%,15.20%,0.16,0.275,0.258,0.322,0.418,0.323,96,-7.8,-38.6,-30.6,14
1995,Athletics,1577,5617,169,730,694,112,10.10%,16.20%,0.157,0.289,0.264,0.341,0.421,0.337,101,0.9,8.1,-55.6,13.9
1981,Orioles,1246,3985,88,429,408,41,10.10%,11.40%,0.128,0.265,0.251,0.329,0.379,0.325,107,-4.3,26.6,-20.5,13.9
2010,Angels,1842,6089,155,681,656,104,7.70%,17.60%,0.142,0.281,0.248,0.311,0.39,0.31,94,-1.5,-46.9,-23.7,13.9
1983,Phillies,2279,6199,124,695,646,143,10.30%,14.60%,0.124,0.277,0.25,0.329,0.374,0.315,94,-2,-45.8,-23.4,13.9
2011,Rockies,2139,6275,163,735,697,118,8.80%,19.10%,0.152,0.3,0.258,0.329,0.41,0.324,88,1,-89.7,25.6,13.9
1982,Indians,1759,6359,109,683,639,151,10.20%,9.80%,0.111,0.277,0.262,0.341,0.373,0.323,96,3.5,-29.2,-39,13.9
1996,Angels,1772,6320,192,762,727,53,8.30%,15.40%,0.155,0.303,0.276,0.339,0.431,0.337,94,-8.5,-64.2,-27.8,13.9
2003,Indians,1938,6188,158,699,660,86,7.50%,17.20%,0.148,0.286,0.254,0.316,0.401,0.313,90,-7.8,-84.2,10.1,13.8
1987,Braves,2057,6223,152,747,696,135,10.30%,13.40%,0.145,0.279,0.258,0.339,0.404,0.325,90,-4.5,-80.1,6,13.8
1975,Brewers,1812,6082,146,675,632,65,9.10%,15.20%,0.139,0.275,0.25,0.32,0.389,0.324,101,-10.8,-4.1,-63.6,13.8
2008,Athletics,1796,6138,125,646,610,88,9.40%,20.00%,0.127,0.289,0.242,0.318,0.369,0.306,86,9,-96.1,26.2,13.7
1998,Rockies,2326,6277,183,826,791,67,7.50%,15.10%,0.169,0.321,0.291,0.347,0.461,0.351,87,-7.1,-110.3,52.2,13.7
1989,Brewers,1667,6085,126,707,660,165,7.50%,13.00%,0.124,0.28,0.259,0.318,0.382,0.316,97,6.5,-17.7,-56.4,13.7
2010,Dodgers,2149,6140,120,667,621,92,8.70%,19.30%,0.127,0.299,0.252,0.322,0.379,0.309,92,-1.1,-63.1,1.1,13.6
1994,Marlins,1561,4387,94,468,451,65,8.00%,17.00%,0.13,0.305,0.266,0.33,0.396,0.32,90,1.7,-57.7,49.5,13.6
1998,Devil Rays,1982,6157,111,620,579,120,7.70%,18.00%,0.123,0.306,0.261,0.321,0.385,0.312,83,-7.8,-147.4,71.3,13.6
1983,Reds,2134,6059,107,623,577,154,9.70%,16.60%,0.118,0.274,0.239,0.314,0.356,0.301,82,-0.6,-125.9,62,13.6
2005,Giants,2178,6077,128,649,617,71,7.10%,14.80%,0.135,0.29,0.261,0.319,0.396,0.312,86,-6,-113.7,53.1,13.5
1993,Reds,2223,6164,137,722,669,142,7.90%,16.60%,0.132,0.299,0.264,0.324,0.396,0.319,91,5.2,-65.3,-17.3,13.5
2002,Orioles,1878,6096,165,667,636,110,7.40%,16.30%,0.157,0.271,0.246,0.309,0.403,0.311,90,-1.9,-78.1,4.2,13.5
1990,Royals,1754,6099,100,707,660,107,8.20%,14.40%,0.128,0.299,0.267,0.328,0.395,0.325,102,-5.4,10.3,-75.9,13.5
2012,Royals,1801,6149,131,676,643,132,6.60%,16.80%,0.135,0.302,0.265,0.317,0.4,0.311,93,2,-47.3,-24.7,13.5
2005,Dodgers,2305,6134,149,685,653,58,8.80%,17.80%,0.142,0.29,0.253,0.326,0.395,0.317,91,-20.4,-92.3,29,13.5
1977,Giants,2183,6216,134,673,624,90,9.10%,13.50%,0.129,0.275,0.253,0.323,0.383,0.313,90,-1.4,-78,8.3,13.5
2002,Expos,2257,6250,162,735,695,118,9.20%,17.70%,0.157,0.298,0.261,0.334,0.418,0.326,93,4.9,-53.5,-12.7,13.5
1983,Rangers,1719,6162,106,639,587,119,7.20%,12.40%,0.112,0.277,0.255,0.31,0.366,0.304,87,-0.9,-96.1,26,13.5
1978,Indians,1787,6013,106,638,596,63,8.10%,11.60%,0.118,0.281,0.261,0.323,0.379,0.319,97,-10.1,-27.8,-40.4,13.5
1977,Tigers,1674,6173,166,714,676,60,7.30%,12.30%,0.146,0.278,0.264,0.318,0.41,0.322,94,-2.2,-44.1,-32.3,13.4
2011,Indians,1807,6142,154,704,671,89,8.00%,20.70%,0.146,0.297,0.25,0.317,0.396,0.314,99,-4.2,-13.1,-58.2,13.4
2011,Astros,2076,6150,95,615,579,118,6.50%,18.90%,0.116,0.308,0.258,0.311,0.374,0.301,88,1.4,-87.2,21.7,13.3
1994,Mariners,1204,4361,153,569,549,48,8.50%,15.00%,0.182,0.287,0.269,0.335,0.451,0.339,99,0.5,-4.7,-7.1,13.3
1991,Mets,2141,6077,117,640,605,153,9.50%,13.00%,0.121,0.264,0.244,0.317,0.365,0.308,94,2.8,-41.8,-30,13.3
2007,Royals,1963,6140,102,706,660,78,7.00%,17.40%,0.126,0.305,0.261,0.322,0.388,0.312,85,-12.6,-132.2,55.1,13.2
1997,Brewers,2085,6097,135,681,643,103,8.10%,15.90%,0.138,0.291,0.26,0.325,0.398,0.319,86,-2.7,-112.2,32,13.2
1997,Cubs,2353,6098,127,687,642,116,7.40%,16.40%,0.133,0.3,0.263,0.321,0.396,0.315,83,-2.2,-137.5,76.5,13.2
2006,Rockies,2152,6348,157,813,761,85,8.80%,17.50%,0.163,0.31,0.27,0.341,0.433,0.333,87,-8.8,-117.9,39.3,13.2
1984,Braves,2075,6103,111,631,578,140,9.10%,14.70%,0.115,0.275,0.247,0.316,0.361,0.305,84,-5.8,-113.3,38.5,13.1
2005,Pirates,2169,6221,139,680,656,73,7.60%,17.60%,0.141,0.297,0.259,0.322,0.4,0.315,89,-6.3,-92.5,22.8,13.1
1985,Royals,1836,6095,154,687,657,128,7.80%,13.80%,0.149,0.271,0.252,0.313,0.401,0.315,93,4.7,-47,-25.6,13.1
1994,Tigers,1205,4574,161,652,622,46,11.40%,19.60%,0.189,0.301,0.265,0.352,0.454,0.351,106,-5.2,32.4,-51.8,13.1
2004,Blue Jays,1835,6178,145,719,680,58,8.30%,17.50%,0.143,0.298,0.26,0.328,0.403,0.32,88,-5.9,-103.5,26.4,13.1
1975,Giants,2037,6186,84,659,606,99,9.80%,12.50%,0.106,0.286,0.259,0.333,0.365,0.321,91,2.7,-64.5,-13.8,13.1
1981,Royals,1089,3941,61,397,381,100,7.60%,10.60%,0.115,0.286,0.267,0.325,0.383,0.321,102,0.5,8.9,-8.5,13
2005,Mariners,1807,6095,130,699,657,102,7.60%,16.20%,0.136,0.289,0.256,0.317,0.391,0.309,90,-2,-75.4,-3.2,13
1995,Cardinals,1940,5349,107,563,533,79,8.20%,17.20%,0.127,0.283,0.247,0.314,0.374,0.306,83,-5.5,-121.9,71.5,13
2003,Athletics,1806,6189,176,768,742,48,9.00%,14.50%,0.162,0.273,0.254,0.327,0.417,0.322,95,6.6,-34.1,-49.1,12.9
1979,Indians,1721,6207,138,760,707,143,10.60%,12.70%,0.126,0.277,0.258,0.34,0.384,0.327,98,-5.8,-21.2,-58.2,12.9
1980,Braves,2204,5961,144,630,597,73,7.30%,15.10%,0.13,0.275,0.25,0.307,0.38,0.308,85,-6.7,-109.2,47.9,12.9
2005,Diamondbacks,2148,6327,191,696,670,67,9.60%,17.30%,0.165,0.285,0.256,0.332,0.421,0.328,91,8,-64.5,-10.7,12.9
1978,White Sox,1790,5956,106,634,595,83,6.90%,10.50%,0.115,0.279,0.264,0.317,0.379,0.315,95,-8.7,-42.1,-29.5,12.8
2002,Padres,2143,6178,136,662,627,71,8.90%,17.20%,0.129,0.288,0.253,0.321,0.381,0.309,91,-12.8,-82.2,11,12.7
2007,Astros,2093,6324,167,723,700,65,8.60%,16.50%,0.152,0.291,0.26,0.33,0.412,0.325,92,-14.8,-83.6,5.3,12.7
1997,Twins,1962,6267,132,772,730,151,7.90%,17.90%,0.139,0.313,0.27,0.333,0.409,0.327,91,8.2,-67.9,-22.3,12.7
1995,Rangers,1548,5566,138,691,651,90,9.50%,15.80%,0.144,0.296,0.265,0.338,0.41,0.331,91,-3.9,-68.6,8,12.7
1982,Athletics,1833,6154,149,691,659,232,9.50%,15.40%,0.131,0.258,0.236,0.309,0.367,0.305,91,12.2,-54.1,-17.6,12.7
2012,Blue Jays,1854,6094,198,716,677,123,7.80%,20.50%,0.161,0.281,0.245,0.309,0.407,0.311,93,5.4,-45.9,-32,12.7
1981,Giants,1459,4258,63,427,399,89,9.10%,12.80%,0.107,0.275,0.25,0.32,0.357,0.309,95,-0.6,-26.1,2.6,12.7
1996,Dodgers,2211,6182,150,702,661,124,8.30%,19.20%,0.132,0.294,0.252,0.317,0.384,0.308,91,5.4,-67.4,11.5,12.6
2012,Orioles,1772,6160,214,712,677,58,7.80%,21.30%,0.17,0.286,0.247,0.311,0.417,0.317,96,-10.7,-43.1,-37.8,12.6
1982,Cubs,2249,6141,102,676,647,132,7.50%,14.20%,0.115,0.289,0.26,0.317,0.375,0.308,87,-1.1,-87.5,1.7,12.5
1998,Expos,2319,6042,147,644,602,91,7.30%,17.50%,0.145,0.283,0.249,0.31,0.394,0.309,83,-1.9,-134.4,71.3,12.5
2007,Pirates,2159,6214,148,724,694,68,7.50%,18.30%,0.149,0.303,0.263,0.325,0.411,0.322,90,-10,-93.6,16.8,12.5
2003,Royals,1831,6239,162,836,781,120,7.60%,14.80%,0.153,0.301,0.274,0.336,0.427,0.332,95,5.7,-31.8,-57.8,12.5
1995,Rockies,2118,5647,200,785,749,125,8.60%,16.70%,0.189,0.311,0.282,0.35,0.471,0.357,91,-2.1,-65.8,1.8,12.4
1980,Twins,1825,6131,99,670,634,62,7.10%,11.50%,0.116,0.286,0.265,0.319,0.381,0.314,88,-6.3,-91.3,9.2,12.4
1990,Twins,1804,6086,100,666,625,96,7.30%,12.30%,0.12,0.289,0.265,0.324,0.385,0.319,94,-4.1,-47.7,-25,12.4
1979,Cubs,2209,6171,135,706,663,73,7.70%,12.30%,0.134,0.29,0.269,0.329,0.403,0.326,90,-4.5,-75.7,-12.2,12.3
1991,Phillies,2187,6105,111,629,587,92,8.00%,16.70%,0.117,0.276,0.242,0.303,0.359,0.298,85,6.4,-98,19,12.3
1978,Cubs,2296,6256,72,664,612,110,9.00%,11.90%,0.097,0.291,0.264,0.331,0.361,0.314,85,0.9,-106.6,17,12.2
1998,Dodgers,2090,6071,158,668,629,137,7.40%,17.40%,0.135,0.284,0.252,0.31,0.387,0.307,88,4.3,-90.5,24.1,12.2
1999,White Sox,1904,6264,162,777,742,110,8.00%,12.90%,0.152,0.297,0.277,0.337,0.429,0.335,94,-0.5,-53.4,-37.7,12.2
2001,Mets,2262,6155,147,642,608,66,8.90%,17.30%,0.137,0.283,0.249,0.323,0.387,0.309,87,-7.9,-115.7,37.9,12.1
1991,Mariners,1849,6237,126,702,665,97,9.40%,13.00%,0.128,0.276,0.255,0.328,0.383,0.319,95,1.8,-31.5,-53.4,12.1
1983,Angels,1717,6294,154,722,682,41,8.10%,13.30%,0.132,0.28,0.26,0.322,0.393,0.32,97,-8.2,-33.2,-59.1,12
1994,Twins,1201,4409,103,594,556,94,8.10%,14.40%,0.15,0.304,0.276,0.34,0.427,0.336,95,5.7,-21.5,-5.4,12
1997,Athletics,2045,6369,197,764,714,71,10.10%,18.50%,0.163,0.295,0.26,0.339,0.423,0.336,101,-0.9,8.2,-107.8,12
1984,Dodgers,2197,6022,102,580,530,109,8.10%,13.70%,0.105,0.269,0.244,0.306,0.349,0.295,87,-5.8,-95.1,10.4,12
2002,Pirates,2279,6049,142,641,610,86,8.90%,18.30%,0.137,0.281,0.244,0.319,0.381,0.308,84,-0.2,-121.2,46.3,11.9
1997,Padres,2209,6373,152,795,761,140,9.50%,17.70%,0.136,0.312,0.271,0.342,0.407,0.331,102,2.6,15.4,-94.2,11.9
2008,Pirates,2158,6278,153,735,705,57,7.60%,16.50%,0.145,0.29,0.258,0.32,0.403,0.317,89,-8.3,-97.5,11.3,11.9
2010,Indians,1784,6165,128,646,601,91,8.80%,19.20%,0.13,0.293,0.248,0.322,0.378,0.311,94,1.5,-40.6,-51.9,11.9
1987,Astros,2212,6149,122,648,603,162,8.60%,15.20%,0.12,0.282,0.253,0.318,0.373,0.304,85,10.4,-104,13.1,11.9
2004,Mets,2230,6209,185,684,658,107,8.20%,18.70%,0.16,0.282,0.249,0.317,0.409,0.314,88,3.4,-96.2,8.5,11.8
2000,Phillies,1954,6273,144,708,668,102,9.70%,17.80%,0.148,0.29,0.251,0.329,0.4,0.32,83,7.3,-137.5,51.5,11.8
2000,Brewers,2207,6355,177,740,708,72,9.80%,19.60%,0.158,0.284,0.246,0.325,0.403,0.319,82,-5.1,-157.3,67,11.7
1982,Yankees,1717,6245,161,709,666,69,9.40%,11.50%,0.142,0.268,0.256,0.328,0.398,0.325,102,-3.9,9.5,-97.4,11.7
2002,Devil Rays,1742,6198,133,673,640,102,7.40%,18.00%,0.137,0.293,0.253,0.314,0.39,0.309,87,2.9,-98.7,3.5,11.7
1994,Athletics,1290,4396,113,549,515,91,9.50%,15.60%,0.14,0.286,0.26,0.33,0.399,0.322,92,1.1,-44.3,12.2,11.6
2010,Royals,1760,6209,121,676,640,115,7.60%,14.60%,0.126,0.305,0.274,0.331,0.399,0.323,98,-14.3,-28,-69.5,11.5
2012,Rockies,2332,6183,166,758,716,100,7.30%,19.60%,0.163,0.321,0.274,0.33,0.436,0.331,92,7.1,-54.9,-30.1,11.5
1995,Brewers,1612,5631,128,740,700,105,8.90%,14.20%,0.143,0.292,0.266,0.336,0.409,0.331,91,2.2,-60.9,-14,11.5
1989,Reds,2243,6155,128,631,588,128,8.00%,16.70%,0.124,0.28,0.247,0.31,0.371,0.306,90,-3.8,-70.8,-15.8,11.4
2008,Giants,2089,6145,94,640,606,108,7.40%,17.00%,0.12,0.305,0.262,0.321,0.382,0.309,83,-8.2,-142.2,55.5,11.4
1993,Royals,1723,6101,125,675,641,100,7.00%,15.30%,0.134,0.295,0.263,0.32,0.397,0.317,89,-10,-89.6,10.2,11.4
2007,Giants,2277,6213,131,683,641,119,8.60%,14.60%,0.133,0.281,0.254,0.322,0.387,0.31,81,4.4,-149,60.6,11.4
1986,Dodgers,2288,6101,130,638,599,155,7.80%,15.80%,0.119,0.282,0.251,0.313,0.37,0.304,91,3.6,-60.4,-29,11.4
1993,Mets,2146,6057,158,672,632,79,7.40%,14.50%,0.142,0.267,0.248,0.305,0.39,0.308,85,-3.8,-117.6,17.3,11.4
1996,Phillies,2083,6171,132,650,604,117,8.70%,17.70%,0.131,0.295,0.256,0.325,0.387,0.314,85,3.5,-110.4,39.3,11.3
2001,Royals,1837,6176,152,729,691,100,6.60%,14.50%,0.143,0.291,0.266,0.318,0.409,0.314,82,1.5,-135.4,35.8,11.3
1986,Royals,1809,6128,137,654,618,97,7.70%,15.00%,0.138,0.279,0.252,0.313,0.39,0.312,89,0.5,-77.9,-15,11.3
2012,Mariners,1780,6057,149,619,584,104,7.70%,20.80%,0.135,0.276,0.234,0.296,0.369,0.291,87,-5,-94.7,5.1,11.3
2001,Tigers,1841,6145,139,724,691,133,7.60%,15.80%,0.15,0.291,0.26,0.32,0.409,0.316,94,-0.2,-45.2,-52,11.3
2006,Diamondbacks,2074,6330,160,773,743,76,8.00%,15.20%,0.157,0.294,0.267,0.331,0.424,0.326,87,-4.2,-109.8,12.3,11.3
1990,Braves,2130,6084,162,682,636,92,7.80%,16.60%,0.146,0.278,0.25,0.311,0.396,0.317,89,-5.5,-82.4,-24,11.2
1987,Cubs,2249,6197,209,720,683,109,8.10%,17.20%,0.168,0.292,0.264,0.326,0.432,0.329,92,-1.1,-63,-36.2,11.2
1994,Brewers,1224,4494,99,547,510,59,9.30%,15.10%,0.145,0.292,0.263,0.335,0.408,0.326,91,-4.4,-60.8,20.8,11.2
1996,Blue Jays,1664,6295,177,766,712,116,8.40%,17.60%,0.161,0.293,0.259,0.331,0.42,0.331,90,4.6,-79.8,-39.7,11.1
1995,Royals,1720,5528,119,629,578,120,8.60%,15.40%,0.136,0.291,0.26,0.328,0.396,0.321,86,-0.4,-100.2,22.9,11
1995,Expos,2022,5452,118,621,572,120,7.30%,16.50%,0.136,0.294,0.259,0.32,0.394,0.315,85,1.4,-101.6,28.9,11
2011,Orioles,1751,6156,191,708,684,81,7.30%,18.20%,0.156,0.288,0.257,0.316,0.413,0.32,96,-3.3,-31.1,-63,11
1975,Expos,2224,6272,98,601,542,108,9.20%,15.20%,0.104,0.277,0.244,0.317,0.348,0.305,81,0.6,-136.5,39.4,10.9
2005,Rockies,2060,6240,150,741,704,65,8.20%,17.70%,0.144,0.307,0.267,0.333,0.411,0.325,85,-2.8,-122.8,30.5,10.9
2012,Marlins,2096,6057,137,609,576,149,8.00%,20.30%,0.138,0.289,0.244,0.308,0.382,0.3,85,14.3,-95.9,8.9,10.9
1993,Brewers,1795,6222,125,733,688,138,8.90%,15.00%,0.12,0.288,0.258,0.328,0.378,0.316,89,-9.8,-94,5.6,10.9
1978,Cardinals,2056,5966,79,600,568,97,7.00%,12.00%,0.109,0.272,0.249,0.303,0.358,0.298,83,3.9,-109.9,17.3,10.9
2012,Indians,1854,6195,136,667,635,110,9.00%,17.50%,0.131,0.288,0.251,0.324,0.381,0.31,98,-11.7,-28.4,-70,10.9
1994,Cubs,1606,4386,109,500,464,69,8.30%,17.10%,0.145,0.294,0.259,0.325,0.404,0.32,89,-9.5,-72.3,35.7,10.8
1999,Marlins,2214,6216,128,691,655,92,7.70%,18.40%,0.132,0.307,0.263,0.325,0.395,0.317,84,-2.3,-135.2,44.3,10.8
1977,Brewers,1779,6088,125,639,598,85,7.30%,14.20%,0.131,0.284,0.258,0.314,0.389,0.312,90,-5.9,-74.5,-25.1,10.7
2003,Brewers,1976,6270,196,714,685,99,8.70%,19.50%,0.163,0.294,0.256,0.329,0.419,0.325,93,-14.4,-69.2,-26.6,10.7
1975,White Sox,1649,6243,94,655,604,101,9.80%,12.80%,0.103,0.281,0.255,0.331,0.358,0.318,94,-0.8,-40,-61.3,10.7
1997,Reds,2303,6153,142,651,612,190,8.40%,18.10%,0.137,0.292,0.253,0.321,0.389,0.314,85,9.5,-110.9,23.9,10.7
1991,Yankees,1705,6140,147,674,630,109,7.70%,14.00%,0.131,0.277,0.256,0.316,0.387,0.316,94,7.4,-37.6,-58,10.6
1996,Pirates,2279,6336,138,776,738,126,8.00%,15.60%,0.141,0.299,0.266,0.329,0.407,0.322,90,1.7,-77.4,-3.6,10.6
2002,Indians,1850,6099,192,739,706,52,8.90%,16.40%,0.163,0.271,0.249,0.321,0.412,0.32,95,-10.2,-51.6,-51.4,10.6
1987,Indians,1703,6212,187,742,691,140,7.90%,15.70%,0.158,0.287,0.263,0.324,0.422,0.325,95,2.6,-35.9,-68.1,10.6
2000,Pirates,2202,6369,168,793,749,86,8.90%,16.20%,0.157,0.299,0.267,0.339,0.424,0.333,91,-0.4,-82.5,-14.3,10.6
1990,Astros,2277,6074,94,573,536,179,9.00%,16.40%,0.103,0.279,0.242,0.313,0.345,0.298,85,0.8,-104.8,-7,10.5
2003,Dodgers,2210,6036,124,574,544,80,6.70%,16.30%,0.125,0.275,0.243,0.303,0.368,0.294,78,-6.6,-175.1,84.3,10.5
2003,Expos,2264,6116,144,711,682,100,8.50%,16.20%,0.143,0.29,0.258,0.326,0.401,0.316,85,5,-114.9,21.3,10.5
1998,Diamondbacks,2067,6116,159,665,621,73,8.00%,20.30%,0.146,0.29,0.246,0.314,0.393,0.311,82,-2,-140.7,54.3,10.4
2009,Orioles,1900,6233,160,741,708,76,8.30%,16.30%,0.147,0.3,0.268,0.332,0.415,0.328,93,-16.9,-71,-37.1,10.4
2012,Cubs,2061,5967,137,613,570,94,7.50%,20.70%,0.138,0.286,0.24,0.302,0.378,0.297,80,-8.1,-153.2,64.6,10.4
1980,Angels,1721,6134,106,698,655,91,8.80%,14.50%,0.114,0.297,0.265,0.332,0.378,0.321,97,-7.6,-26.1,-80.6,10.4
1993,Dodgers,2208,6261,130,675,639,126,7.90%,15.00%,0.122,0.291,0.261,0.321,0.383,0.314,92,1.2,-58.4,-59.1,10.4
1986,White Sox,1819,6030,121,644,605,115,8.10%,15.60%,0.116,0.276,0.247,0.31,0.363,0.302,80,0.9,-143.1,46.4,10.4
2013,Yankees,1833,6045,144,650,614,115,7.70%,20.10%,0.133,0.285,0.242,0.307,0.376,0.301,85,-1.9,-103.9,-0.2,10.4
1999,Cubs,2268,6196,189,747,717,60,9.20%,18.90%,0.163,0.293,0.257,0.329,0.42,0.328,88,-7.8,-112.9,20,10.4
